0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.064659581737280210e-05,-9.996306769576158713e-01,-4.261677644721180696e-04,7.285009084115242608e-05,4.357354168054240523e-05,-1.600536875318125970e-05
2.418776991502807894e-04,-9.988920447770691657e-01,-1.278473927978721666e-03,2.185302153672449897e-04,1.306880196793827771e-04,-4.801446729702955407e-05
4.835087691889602534e-04,-9.977837907748451363e-01,-2.557619732073033829e-03,4.374106489276796596e-04,2.612475588547073986e-04,-9.602082254812612048e-05
8.052328487908134774e-04,-9.963052767769337015e-01,-4.265033504174633137e-03,7.302495193955412054e-04,4.350930118179050562e-04,-1.600129945845363234e-04
1.206620556051586114e-03,-9.944555407546958881e-01,-6.402865232551761474e-03,1.098188890091950608e-03,6.520019129001672787e-04,-2.399743054305629247e-04
1.687120033153966837e-03,-9.922332990270087416e-01,-8.973979150738631630e-03,1.542749346981964805e-03,9.116883896198733819e-04,-3.358824301572256154e-04
2.246056854612405763e-03,-9.896369490723861961e-01,-1.198194419446364616e-02,2.065822997361266636e-03,1.213803032860027910e-03,-4.477088513634785256e-04
2.882633897368078180e-03,-9.866645730108400958e-01,-1.543102214379519013e-02,2.669664753065938145e-03,1.557932727162306217e-03,-5.754181784092395969e-04
3.595931175662822089e-03,-9.833139418313550095e-01,-1.932615321265777897e-02,3.356881736977517568e-03,1.943600442820042325e-03,-7.189673331522622229e-04
4.384905644281004121e-03,-9.795825204569797995e-01,-2.367293879718412181e-02,4.130420617308006026e-03,2.370264991832200536e-03,-8.783046044183433904e-04
5.248390974643138245e-03,-9.754674737555979469e-01,-2.847762104375488670e-02,4.993552639982315466e-03,2.837320750291812566e-03,-1.053368574031357877e-03
6.185097309418486136e-03,-9.709656736202914029e-01,-3.374705884744198803e-02,5.949856095665609010e-03,3.344097350455862115e-03,-1.244086917970661657e-03
7.193611002853813469e-03,-9.660737072586135232e-01,-3.948869984255878179e-02,7.003195925044902043e-03,3.889859346611984191e-03,-1.450375087134578474e-03
8.272394355953359424e-03,-9.607878868447041754e-01,-4.571054790006943980e-02,8.157700134492934518e-03,4.473805859955585010e-03,-1.672134873297281311e-03
9.419785358054199101e-03,-9.551042607015578501e-01,-5.242112560300081492e-02,9.417732665065540673e-03,5.095070209055350442e-03,-1.909252867180487095e-03
1.063399744928430340e-02,-9.490186261922963773e-01,-5.962943113240965626e-02,1.078786233201606964e-02,5.752719534151946520e-03,-2.161598817148979810e-03
1.191311932192629618e-02,-9.425265445082512406e-01,-6.734488896501013289e-02,1.227282743104494457e-02,6.445754425538388101e-03,-2.429023898906648542e-03
1.325511478288755353e-02,-9.356233575471074593e-01,-7.557729376187254100e-02,1.387749559304709245e-02,7.173108568640795130e-03,-2.711358908740843943e-03
